,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
63,Gerald Carter,TAM,WR,27.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,16.0,60.0,816.0,13.6,1.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,816.0,5.0,171.2
64,Leonard Thompson,DET,WR,32.0,16.0,15.0,0.0,0.0,0.0,0.0,3.0,-7.0,50.0,773.0,15.46,1.0,0.0,0.0,0.0,0.0,-7.0,0.0,3.0,773.0,6.0,160.60000000000002
65,M.L. Harris,CIN,TE,30.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-2.0,48.0,759.0,15.81,2.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,759.0,2.0,131.70000000000002
66,Dan Fouts,SDG,QB,33.0,13.0,13.0,317.0,507.0,3740.0,17.0,12.0,-29.0,1.0,0.0,0.0,8.0,0.0,3740.0,19.0,507.0,-29.0,0.0,12.0,0.0,0.0,173.7
67,Byron Franklin,BUF,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-7.0,69.0,862.0,12.49,4.0,0.0,0.0,0.0,0.0,-7.0,0.0,1.0,862.0,4.0,170.5
68,Pete Holohan,SDG,TE,25.0,15.0,4.0,1.0,2.0,25.0,0.0,0.0,0.0,56.0,734.0,13.11,0.0,0.0,25.0,1.0,2.0,0.0,0.0,0.0,734.0,1.0,140.4
69,Tony Nathan,MIA,RB,28.0,16.0,12.0,0.0,0.0,0.0,0.0,118.0,558.0,61.0,579.0,9.49,3.0,0.0,0.0,0.0,0.0,558.0,1.0,118.0,579.0,2.0,186.7
70,Leo Lewis,MIN,WR,28.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,47.0,830.0,17.66,1.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,830.0,4.0,153.1
71,Wes Chandler,SDG,WR,28.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,708.0,13.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0,6.0,158.8
72,Pat Tilley,STL,WR,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,758.0,14.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,5.0,155.8
73,Wesley Walker,NYJ,WR,29.0,12.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,623.0,15.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,623.0,7.0,145.4
74,Gerry Ellis,GNB,RB,27.0,16.0,16.0,1.0,4.0,17.0,0.0,123.0,581.0,36.0,312.0,8.67,2.0,0.0,17.0,0.0,4.0,581.0,4.0,123.0,312.0,2.0,157.98
75,Kellen Winslow,SDG,TE,27.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,663.0,12.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,2.0,131.3
76,Ray Butler,IND,WR,28.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,664.0,15.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,6.0,145.4
77,Warren Moon,HOU,QB,28.0,16.0,16.0,259.0,450.0,3338.0,14.0,58.0,211.0,0.0,0.0,0.0,17.0,0.0,3338.0,12.0,450.0,211.0,1.0,58.0,0.0,0.0,146.62
78,John Elway,DEN,QB,24.0,15.0,14.0,214.0,380.0,2598.0,15.0,56.0,237.0,0.0,0.0,0.0,14.0,0.0,2598.0,18.0,380.0,237.0,1.0,56.0,0.0,0.0,147.62
79,Paul McDonald,CLE,QB,26.0,16.0,16.0,271.0,493.0,3472.0,23.0,22.0,4.0,1.0,-4.0,-4.0,16.0,0.0,3472.0,14.0,493.0,4.0,1.0,22.0,-4.0,0.0,123.88
80,Ron Jaworski,PHI,QB,33.0,13.0,13.0,234.0,427.0,2754.0,14.0,5.0,18.0,0.0,0.0,0.0,5.0,0.0,2754.0,16.0,427.0,18.0,1.0,5.0,0.0,0.0,143.96
81,Jeff Kemp,RAM,QB,25.0,14.0,13.0,143.0,284.0,2021.0,7.0,34.0,153.0,0.0,0.0,0.0,8.0,0.0,2021.0,13.0,284.0,153.0,1.0,34.0,0.0,0.0,124.14000000000001
82,Mark Malone,PIT,QB,26.0,13.0,9.0,147.0,272.0,2137.0,17.0,25.0,42.0,0.0,0.0,0.0,4.0,0.0,2137.0,16.0,272.0,42.0,3.0,25.0,0.0,0.0,129.68
83,Marc Wilson,RAI,QB,27.0,16.0,10.0,153.0,282.0,2151.0,17.0,30.0,56.0,0.0,0.0,0.0,11.0,0.0,2151.0,15.0,282.0,56.0,1.0,30.0,0.0,0.0,101.64000000000001
84,Bill Kenney,KAN,QB,29.0,9.0,8.0,151.0,282.0,2098.0,10.0,9.0,-8.0,0.0,0.0,0.0,8.0,0.0,2098.0,15.0,282.0,-8.0,0.0,9.0,0.0,0.0,107.12000000000002
85,Billy Sims,DET,RB,29.0,8.0,8.0,0.0,0.0,0.0,0.0,130.0,687.0,31.0,239.0,7.71,6.0,0.0,0.0,0.0,0.0,687.0,5.0,130.0,239.0,0.0,141.6
86,Randy McMillan,IND,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,163.0,705.0,19.0,201.0,10.58,1.0,0.0,0.0,0.0,0.0,705.0,5.0,163.0,201.0,0.0,137.6
87,Jim McMahon,CHI,QB,25.0,9.0,9.0,85.0,143.0,1146.0,2.0,39.0,276.0,1.0,42.0,42.0,1.0,0.0,1146.0,8.0,143.0,276.0,2.0,39.0,42.0,0.0,116.64000000000001
88,Pat Ryan,NYJ,QB,29.0,16.0,11.0,156.0,285.0,1939.0,14.0,23.0,92.0,0.0,0.0,0.0,4.0,0.0,1939.0,14.0,285.0,92.0,0.0,23.0,0.0,0.0,106.76
89,Alfred Anderson,MIN,RB,23.0,16.0,14.0,3.0,7.0,95.0,1.0,201.0,773.0,17.0,102.0,6.0,8.0,0.0,95.0,2.0,7.0,773.0,2.0,201.0,102.0,1.0,116.30000000000001
90,Ted Brown,MIN,RB,27.0,13.0,9.0,0.0,0.0,0.0,0.0,98.0,442.0,46.0,349.0,7.59,2.0,0.0,0.0,0.0,0.0,442.0,3.0,98.0,349.0,3.0,157.10000000000002
91,Herman Heard,KAN,RB,23.0,16.0,9.0,0.0,0.0,0.0,0.0,165.0,684.0,25.0,223.0,8.92,5.0,0.0,0.0,0.0,0.0,684.0,4.0,165.0,223.0,0.0,129.7
92,Steve Bartkowski,ATL,QB,32.0,11.0,11.0,181.0,269.0,2158.0,10.0,15.0,34.0,0.0,0.0,0.0,7.0,0.0,2158.0,11.0,269.0,34.0,0.0,15.0,0.0,0.0,99.72
93,Woody Bennett,MIA,RB,29.0,16.0,9.0,0.0,0.0,0.0,0.0,144.0,606.0,6.0,44.0,7.33,4.0,0.0,0.0,0.0,0.0,606.0,7.0,144.0,44.0,1.0,111.0
94,Eddie Lee Ivery,GNB,RB,27.0,10.0,5.0,0.0,0.0,0.0,0.0,99.0,552.0,19.0,141.0,7.42,1.0,0.0,0.0,0.0,0.0,552.0,6.0,99.0,141.0,1.0,128.3
95,George Rogers,NOR,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,239.0,914.0,12.0,76.0,6.33,2.0,0.0,0.0,0.0,0.0,914.0,2.0,239.0,76.0,0.0,119.0
96,Matt Suhey,CHI,RB,26.0,16.0,16.0,0.0,1.0,0.0,0.0,124.0,424.0,42.0,312.0,7.43,6.0,0.0,0.0,0.0,1.0,424.0,4.0,124.0,312.0,2.0,139.6
97,Ken Anderson,CIN,QB,35.0,11.0,9.0,175.0,275.0,2107.0,12.0,11.0,64.0,0.0,0.0,0.0,1.0,0.0,2107.0,10.0,275.0,64.0,0.0,11.0,0.0,0.0,104.68
98,Joe Ferguson,BUF,QB,34.0,12.0,11.0,191.0,344.0,1991.0,17.0,19.0,102.0,0.0,0.0,0.0,8.0,0.0,1991.0,12.0,344.0,102.0,0.0,19.0,0.0,0.0,87.84
99,Richard Todd,NOR,QB,31.0,15.0,14.0,161.0,312.0,2178.0,19.0,28.0,111.0,0.0,0.0,0.0,9.0,0.0,2178.0,11.0,312.0,111.0,0.0,28.0,0.0,0.0,86.22
100,Stanford Jennings,CIN,RB,22.0,15.0,4.0,0.0,0.0,0.0,0.0,79.0,379.0,35.0,346.0,9.89,3.0,0.0,0.0,0.0,0.0,379.0,2.0,79.0,346.0,3.0,131.5
101,Craig James,NWE,RB,23.0,15.0,7.0,0.0,0.0,0.0,0.0,160.0,790.0,22.0,159.0,7.23,4.0,0.0,0.0,0.0,0.0,790.0,1.0,160.0,159.0,0.0,114.9
102,Stanley Morgan,NWE,WR,29.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,709.0,18.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,5.0,138.9
103,Henry Ellard,RAM,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,3.0,-5.0,34.0,622.0,18.29,4.0,0.0,0.0,0.0,0.0,-5.0,0.0,3.0,622.0,6.0,123.69999999999999
104,Malcolm Barnwell,RAI,WR,26.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,851.0,18.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0,2.0,140.1
105,Jessie Clark,GNB,RB,24.0,11.0,10.0,0.0,0.0,0.0,0.0,87.0,375.0,29.0,234.0,8.07,2.0,0.0,0.0,0.0,0.0,375.0,4.0,87.0,234.0,2.0,121.9
106,Gary Hogeboom,DAL,QB,26.0,16.0,10.0,195.0,367.0,2366.0,14.0,15.0,19.0,0.0,0.0,0.0,8.0,0.0,2366.0,7.0,367.0,19.0,0.0,15.0,0.0,0.0,80.54
107,Calvin Muhammad,WAS,WR,26.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,729.0,17.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,4.0,136.9
108,Bobby Duckworth,SDG,WR,26.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,715.0,28.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,4.0,118.5
109,Tony Collins,NWE,RB,25.0,16.0,5.0,0.0,0.0,0.0,0.0,138.0,550.0,16.0,100.0,6.25,3.0,0.0,0.0,0.0,0.0,550.0,5.0,138.0,100.0,0.0,105.0
110,Willie Gault,CHI,WR,24.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,587.0,17.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.0,6.0,126.69999999999999
111,Butch Johnson,DEN,WR,30.0,16.0,11.0,0.0,0.0,0.0,0.0,1.0,3.0,42.0,587.0,13.98,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,587.0,6.0,135.0
112,Mosi Tatupu,NWE,RB,29.0,16.0,4.0,0.0,0.0,0.0,0.0,133.0,553.0,16.0,159.0,9.94,4.0,0.0,0.0,0.0,0.0,553.0,4.0,133.0,159.0,0.0,103.19999999999999
113,Rich Erenberg,PIT,RB,22.0,16.0,9.0,0.0,0.0,0.0,0.0,115.0,405.0,38.0,358.0,9.42,3.0,0.0,0.0,0.0,0.0,405.0,2.0,115.0,358.0,1.0,126.30000000000001
114,Nat Moore,MIA,WR,33.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,43.0,573.0,13.33,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,573.0,6.0,132.60000000000002
115,Mike Pagel,IND,QB,24.0,11.0,9.0,114.0,212.0,1426.0,8.0,26.0,149.0,0.0,0.0,0.0,4.0,0.0,1426.0,8.0,212.0,149.0,1.0,26.0,0.0,0.0,85.94
116,Pete Johnson,2TM,RB,30.0,16.0,0.0,0.0,0.0,0.0,0.0,87.0,205.0,2.0,7.0,3.5,1.0,0.0,0.0,0.0,0.0,205.0,12.0,87.0,7.0,0.0,93.2
117,Tommy Kramer,MIN,QB,29.0,9.0,9.0,124.0,236.0,1678.0,10.0,15.0,9.0,1.0,20.0,20.0,10.0,0.0,1678.0,9.0,236.0,9.0,0.0,15.0,20.0,1.0,73.02000000000001
118,James Brooks,CIN,RB,26.0,15.0,11.0,0.0,0.0,0.0,0.0,103.0,396.0,34.0,268.0,7.88,4.0,0.0,0.0,0.0,0.0,396.0,2.0,103.0,268.0,2.0,116.4
119,Curtis Dickey,IND,RB,28.0,10.0,9.0,1.0,1.0,63.0,0.0,131.0,523.0,14.0,135.0,9.64,6.0,0.0,63.0,1.0,1.0,523.0,3.0,131.0,135.0,0.0,92.32
120,Mike Pruitt,CLE,RB,30.0,10.0,7.0,0.0,0.0,0.0,0.0,163.0,506.0,5.0,29.0,5.8,1.0,0.0,0.0,0.0,0.0,506.0,6.0,163.0,29.0,0.0,92.5
121,Ron Springs,DAL,RB,28.0,16.0,12.0,0.0,1.0,0.0,0.0,68.0,197.0,46.0,454.0,9.87,1.0,0.0,0.0,0.0,1.0,197.0,1.0,68.0,454.0,3.0,133.1
122,Stephen Starring,NWE,WR,23.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,-16.0,46.0,657.0,14.28,1.0,0.0,0.0,0.0,0.0,-16.0,0.0,2.0,657.0,4.0,132.1
