,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
20,Ted Kwalick,SFO,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,37.0,47.0,729.0,15.51,1.0,0.0,0.0,0.0,0.0,37.0,0.0,5.0,729.0,5.0,151.6
21,Jim Plunkett,NWE,QB,26.0,14.0,14.0,193.0,376.0,2550.0,17.0,44.0,209.0,0.0,0.0,0.0,6.0,0.0,2550.0,13.0,376.0,209.0,5.0,44.0,0.0,0.0,158.9
22,Haven Moses,DEN,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,25.0,28.0,518.0,18.5,1.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,518.0,8.0,134.3
23,Lawrence McCutcheon,RAM,RB,23.0,12.0,12.0,0.0,0.0,0.0,0.0,210.0,1097.0,30.0,289.0,9.63,4.0,0.0,0.0,0.0,0.0,1097.0,2.0,210.0,289.0,3.0,190.60000000000002
24,Bob Tucker,NYG,TE,28.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,4.0,50.0,681.0,13.62,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,681.0,5.0,144.5
25,Ken Burrow,ATL,WR,25.0,9.0,8.0,0.0,0.0,0.0,0.0,2.0,17.0,31.0,567.0,18.29,1.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,567.0,7.0,129.39999999999998
26,Mercury Morris,MIA,RB,26.0,13.0,10.0,0.0,0.0,0.0,0.0,149.0,954.0,4.0,51.0,12.75,3.0,0.0,0.0,0.0,0.0,954.0,10.0,149.0,51.0,0.0,158.5
27,Tom Sullivan,PHI,RB,23.0,13.0,13.0,0.0,0.0,0.0,0.0,217.0,968.0,50.0,322.0,6.44,6.0,0.0,0.0,0.0,0.0,968.0,4.0,217.0,322.0,1.0,197.0
28,Fran Tarkenton,MIN,QB,33.0,14.0,14.0,169.0,274.0,2113.0,7.0,41.0,202.0,0.0,0.0,0.0,5.0,0.0,2113.0,15.0,274.0,202.0,1.0,41.0,0.0,0.0,146.71999999999997
29,Dave Hampton,ATL,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,263.0,997.0,25.0,273.0,10.92,7.0,0.0,0.0,0.0,0.0,997.0,4.0,263.0,273.0,1.0,168.0
30,Mel Gray,STL,WR,25.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,513.0,17.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,7.0,122.3
31,Ken Anderson,CIN,QB,24.0,14.0,14.0,179.0,329.0,2428.0,12.0,26.0,97.0,0.0,0.0,0.0,5.0,0.0,2428.0,18.0,329.0,97.0,0.0,26.0,0.0,0.0,144.82
32,Glenn Doughty,BAL,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,10.0,96.0,25.0,587.0,23.48,0.0,0.0,0.0,0.0,0.0,96.0,0.0,10.0,587.0,4.0,117.3
33,Mike Siani,OAK,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,742.0,16.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,3.0,135.2
34,Reggie Rucker,NWE,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,-1.0,53.0,743.0,14.02,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,743.0,3.0,141.20000000000002
35,Fred Biletnikoff,OAK,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,660.0,13.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,4.0,138.0
36,Chuck Foreman,MIN,RB,23.0,12.0,10.0,0.0,0.0,0.0,0.0,182.0,801.0,37.0,362.0,9.78,6.0,0.0,0.0,0.0,0.0,801.0,4.0,182.0,362.0,2.0,177.3
37,Rich Caster,NYJ,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-9.0,35.0,593.0,16.94,1.0,0.0,0.0,0.0,0.0,-9.0,0.0,1.0,593.0,4.0,115.39999999999999
38,John Hadl,RAM,QB,33.0,14.0,14.0,135.0,258.0,2008.0,11.0,14.0,5.0,0.0,0.0,0.0,1.0,0.0,2008.0,22.0,258.0,5.0,0.0,14.0,0.0,0.0,144.82
39,Charley Johnson,DEN,QB,35.0,14.0,14.0,184.0,346.0,2465.0,17.0,7.0,-2.0,0.0,0.0,0.0,5.0,0.0,2465.0,20.0,346.0,-2.0,0.0,7.0,0.0,0.0,134.4
40,John Brockington,GNB,RB,25.0,14.0,14.0,0.0,1.0,0.0,0.0,265.0,1144.0,16.0,128.0,8.0,4.0,0.0,0.0,0.0,1.0,1144.0,3.0,265.0,128.0,0.0,153.20000000000002
41,Bob Trumpy,CIN,TE,28.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,435.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,5.0,102.5
42,Ken Burrough,HOU,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,5.0,38.0,43.0,577.0,13.42,2.0,0.0,0.0,0.0,0.0,38.0,1.0,5.0,577.0,2.0,118.5
43,Otis Taylor,KAN,WR,31.0,14.0,14.0,0.0,0.0,0.0,0.0,4.0,-14.0,34.0,565.0,16.62,2.0,0.0,0.0,0.0,0.0,-14.0,0.0,4.0,565.0,4.0,109.1
44,Jim Bertelsen,RAM,RB,23.0,14.0,14.0,0.0,0.0,0.0,0.0,206.0,854.0,19.0,267.0,14.05,4.0,0.0,0.0,0.0,0.0,854.0,4.0,206.0,267.0,1.0,153.10000000000002
45,Otto Stowe,DAL,WR,24.0,7.0,7.0,0.0,0.0,0.0,0.0,3.0,28.0,23.0,389.0,16.91,0.0,0.0,0.0,0.0,0.0,28.0,0.0,3.0,389.0,6.0,100.7
46,Billy Joe DuPree,DAL,TE,23.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,392.0,13.52,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,392.0,5.0,98.4
47,Jerry LeVias,SDG,WR,27.0,14.0,11.0,0.0,0.0,0.0,0.0,2.0,33.0,30.0,536.0,17.87,0.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0,536.0,3.0,104.89999999999999
48,Marv Hubbard,OAK,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,193.0,903.0,15.0,116.0,7.73,6.0,0.0,0.0,0.0,0.0,903.0,6.0,193.0,116.0,0.0,140.9
49,Bob Newland,NOR,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,1.0,6.0,29.0,489.0,16.86,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,489.0,4.0,102.5
50,Mike Phipps,CLE,QB,26.0,14.0,14.0,148.0,299.0,1719.0,20.0,60.0,395.0,0.0,0.0,0.0,8.0,0.0,1719.0,9.0,299.0,395.0,5.0,60.0,0.0,0.0,118.25999999999999
51,Gene Washington,SFO,WR,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,606.0,16.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,2.0,107.6
52,Ed Podolak,KAN,RB,26.0,14.0,13.0,0.0,1.0,0.0,0.0,210.0,721.0,55.0,445.0,8.09,7.0,0.0,0.0,0.0,1.0,721.0,3.0,210.0,445.0,0.0,175.6
53,Larry Walton,DET,WR,26.0,13.0,11.0,0.0,0.0,0.0,0.0,5.0,100.0,22.0,309.0,14.05,0.0,0.0,0.0,0.0,0.0,100.0,1.0,5.0,309.0,4.0,92.9
54,Jackie Smith,STL,TE,33.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-14.0,41.0,600.0,14.63,1.0,0.0,0.0,0.0,0.0,-14.0,0.0,1.0,600.0,1.0,103.6
55,Bob Grim,NYG,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-10.0,37.0,593.0,16.03,1.0,0.0,0.0,0.0,0.0,-10.0,0.0,1.0,593.0,2.0,105.3
56,Bobby Douglass,CHI,QB,26.0,13.0,12.0,81.0,174.0,1057.0,7.0,94.0,525.0,0.0,0.0,0.0,7.0,0.0,1057.0,5.0,174.0,525.0,5.0,94.0,0.0,0.0,116.78
57,Larry Csonka,MIA,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,219.0,1003.0,7.0,22.0,3.14,3.0,0.0,0.0,0.0,0.0,1003.0,5.0,219.0,22.0,0.0,133.5
58,Jubilee Dunbar,NOR,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,3.0,23.0,447.0,19.43,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,447.0,4.0,90.0
59,Emerson Boozer,NYJ,RB,30.0,13.0,12.0,0.0,0.0,0.0,0.0,182.0,831.0,22.0,130.0,5.91,6.0,0.0,0.0,0.0,0.0,831.0,3.0,182.0,130.0,3.0,142.1
60,Jon Staggers,GNB,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,4.0,33.0,25.0,412.0,16.48,1.0,0.0,0.0,0.0,0.0,33.0,1.0,4.0,412.0,3.0,91.5
61,Bob Moore,OAK,TE,24.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,375.0,11.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,4.0,95.5
62,Jim Hart,STL,QB,29.0,12.0,12.0,178.0,320.0,2223.0,10.0,3.0,-3.0,0.0,0.0,0.0,2.0,0.0,2223.0,15.0,320.0,-3.0,0.0,3.0,0.0,0.0,124.62
63,Roy Jefferson,WAS,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0,595.0,14.51,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,595.0,1.0,106.6
64,Eddie Ray,ATL,RB,26.0,14.0,6.0,0.0,0.0,0.0,0.0,96.0,434.0,19.0,192.0,10.11,8.0,0.0,0.0,0.0,0.0,434.0,9.0,96.0,192.0,2.0,131.6
65,Bob Windsor,NWE,TE,31.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,-6.0,23.0,348.0,15.13,2.0,0.0,0.0,0.0,0.0,-6.0,0.0,1.0,348.0,4.0,77.2
66,Ken Stabler,OAK,QB,28.0,14.0,11.0,163.0,260.0,1997.0,10.0,21.0,101.0,0.0,0.0,0.0,5.0,0.0,1997.0,14.0,260.0,101.0,0.0,21.0,0.0,0.0,115.97999999999999
67,Billy Parks,HOU,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,581.0,13.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,1.0,105.1
68,Don Herrmann,NYG,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,520.0,12.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,2.0,105.0
69,Altie Taylor,DET,RB,26.0,13.0,13.0,0.0,0.0,0.0,0.0,176.0,719.0,27.0,252.0,9.33,5.0,0.0,0.0,0.0,0.0,719.0,5.0,176.0,252.0,0.0,144.10000000000002
70,Ron Jessie,DET,WR,25.0,14.0,12.0,0.0,0.0,0.0,0.0,5.0,31.0,20.0,364.0,18.2,1.0,0.0,0.0,0.0,0.0,31.0,1.0,5.0,364.0,3.0,81.5
71,Vic Washington,SFO,RB,27.0,13.0,13.0,0.0,0.0,0.0,0.0,151.0,534.0,33.0,238.0,7.21,9.0,0.0,0.0,0.0,0.0,534.0,8.0,151.0,238.0,0.0,140.2
72,Fred Willis,HOU,RB,26.0,14.0,14.0,0.0,1.0,0.0,0.0,171.0,579.0,57.0,371.0,6.51,5.0,0.0,0.0,0.0,1.0,579.0,4.0,171.0,371.0,1.0,172.0
73,Tom Mitchell,BAL,TE,29.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,313.0,12.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,4.0,80.3
74,Archie Manning,NOR,QB,24.0,13.0,13.0,140.0,267.0,1642.0,12.0,63.0,293.0,0.0,0.0,0.0,9.0,0.0,1642.0,10.0,267.0,293.0,2.0,63.0,0.0,0.0,104.98
75,Charlie Sanders,DET,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-1.0,28.0,433.0,15.46,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,433.0,2.0,81.2
76,Carl Garrett,CHI,RB,26.0,13.0,11.0,0.0,1.0,0.0,0.0,175.0,655.0,23.0,292.0,12.7,13.0,0.0,0.0,0.0,1.0,655.0,5.0,175.0,292.0,0.0,121.69999999999999
77,Cotton Speyrer,BAL,WR,24.0,14.0,10.0,1.0,1.0,54.0,0.0,1.0,1.0,17.0,311.0,18.29,0.0,0.0,54.0,1.0,1.0,1.0,0.0,1.0,311.0,4.0,78.36
78,Charlie Smith,OAK,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,173.0,682.0,28.0,260.0,9.29,4.0,0.0,0.0,0.0,0.0,682.0,4.0,173.0,260.0,1.0,144.2
79,Lydell Mitchell,BAL,RB,24.0,14.0,11.0,0.0,0.0,0.0,0.0,253.0,963.0,17.0,113.0,6.65,2.0,0.0,0.0,0.0,0.0,963.0,2.0,253.0,113.0,0.0,132.6
80,Walt Garrison,DAL,RB,29.0,13.0,8.0,0.0,1.0,0.0,0.0,105.0,440.0,26.0,273.0,10.5,3.0,0.0,0.0,0.0,1.0,440.0,6.0,105.0,273.0,2.0,139.3
81,Joe Dawkins,DEN,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,160.0,706.0,30.0,329.0,10.97,4.0,0.0,0.0,0.0,0.0,706.0,2.0,160.0,329.0,0.0,137.5
82,Bob Griese,MIA,QB,28.0,13.0,13.0,116.0,218.0,1422.0,8.0,13.0,20.0,0.0,0.0,0.0,5.0,0.0,1422.0,17.0,218.0,20.0,0.0,13.0,0.0,0.0,100.88
83,Norm Bulaich,PHI,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,106.0,436.0,42.0,403.0,9.6,8.0,0.0,0.0,0.0,0.0,436.0,1.0,106.0,403.0,3.0,133.9
84,Terry Metcalf,STL,RB,22.0,12.0,10.0,0.0,0.0,0.0,0.0,148.0,628.0,37.0,316.0,8.54,9.0,0.0,0.0,0.0,0.0,628.0,2.0,148.0,316.0,0.0,125.39999999999998
85,Billy Kilmer,WAS,QB,34.0,10.0,10.0,122.0,227.0,1656.0,9.0,9.0,10.0,0.0,0.0,0.0,6.0,0.0,1656.0,14.0,227.0,10.0,0.0,9.0,0.0,0.0,93.24
86,Bob Lee,ATL,QB,27.0,12.0,10.0,120.0,230.0,1786.0,8.0,29.0,67.0,0.0,0.0,0.0,6.0,0.0,1786.0,10.0,230.0,67.0,0.0,29.0,0.0,0.0,90.14
87,Charlie Harraway,WAS,RB,29.0,14.0,14.0,0.0,0.0,0.0,0.0,128.0,452.0,32.0,291.0,9.09,6.0,0.0,0.0,0.0,0.0,452.0,1.0,128.0,291.0,3.0,118.30000000000001
88,Preston Pearson,PIT,RB,28.0,14.0,13.0,0.0,0.0,0.0,0.0,132.0,554.0,11.0,173.0,15.73,2.0,0.0,0.0,0.0,0.0,554.0,2.0,132.0,173.0,2.0,103.69999999999999
89,Sam Cunningham,NWE,RB,23.0,14.0,10.0,0.0,0.0,0.0,0.0,155.0,516.0,15.0,144.0,9.6,10.0,0.0,0.0,0.0,0.0,516.0,4.0,155.0,144.0,1.0,91.0
90,Franco Harris,PIT,RB,23.0,12.0,8.0,0.0,0.0,0.0,0.0,188.0,698.0,10.0,69.0,6.9,8.0,0.0,0.0,0.0,0.0,698.0,3.0,188.0,69.0,0.0,88.69999999999999
91,MacArthur Lane,GNB,RB,31.0,13.0,13.0,1.0,2.0,23.0,0.0,170.0,528.0,27.0,255.0,9.44,4.0,0.0,23.0,1.0,2.0,528.0,1.0,170.0,255.0,1.0,114.22
92,Clarence Davis,OAK,RB,24.0,14.0,0.0,0.0,0.0,0.0,0.0,116.0,609.0,7.0,76.0,10.86,5.0,0.0,0.0,0.0,0.0,609.0,4.0,116.0,76.0,0.0,89.5
93,Terry Bradshaw,PIT,QB,25.0,10.0,9.0,89.0,180.0,1183.0,15.0,34.0,145.0,0.0,0.0,0.0,3.0,0.0,1183.0,10.0,180.0,145.0,3.0,34.0,0.0,0.0,83.82
94,John Riggins,NYJ,RB,24.0,11.0,9.0,0.0,0.0,0.0,0.0,134.0,482.0,23.0,158.0,6.87,6.0,0.0,0.0,0.0,0.0,482.0,4.0,134.0,158.0,0.0,99.0
95,Robert Holmes,SDG,RB,28.0,13.0,2.0,0.0,0.0,0.0,0.0,78.0,289.0,19.0,151.0,7.95,5.0,0.0,0.0,0.0,0.0,289.0,7.0,78.0,151.0,0.0,95.0
96,Jim Braxton,BUF,RB,24.0,6.0,4.0,0.0,0.0,0.0,0.0,108.0,494.0,6.0,101.0,16.83,2.0,0.0,0.0,0.0,0.0,494.0,4.0,108.0,101.0,0.0,85.5
97,Cid Edwards,SDG,RB,30.0,13.0,12.0,0.0,0.0,0.0,0.0,133.0,609.0,25.0,164.0,6.56,3.0,0.0,0.0,0.0,0.0,609.0,1.0,133.0,164.0,0.0,102.3
98,Jess Phillips,NOR,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,198.0,663.0,22.0,169.0,7.68,3.0,0.0,0.0,0.0,0.0,663.0,0.0,198.0,169.0,0.0,99.19999999999999
99,Bob Gresham,HOU,RB,25.0,13.0,10.0,0.0,0.0,0.0,0.0,104.0,400.0,28.0,244.0,8.71,5.0,0.0,0.0,0.0,0.0,400.0,2.0,104.0,244.0,1.0,100.4
100,Don McCauley,BAL,RB,24.0,13.0,12.0,0.0,0.0,0.0,0.0,144.0,514.0,25.0,186.0,7.44,3.0,0.0,0.0,0.0,0.0,514.0,2.0,144.0,186.0,0.0,101.0
101,Marty Domres,BAL,QB,26.0,11.0,9.0,93.0,191.0,1153.0,13.0,32.0,126.0,0.0,0.0,0.0,3.0,0.0,1153.0,9.0,191.0,126.0,2.0,32.0,0.0,0.0,74.72
102,Steve Owens,DET,RB,26.0,12.0,8.0,0.0,0.0,0.0,0.0,113.0,401.0,24.0,232.0,9.67,2.0,0.0,0.0,0.0,0.0,401.0,3.0,113.0,232.0,0.0,101.30000000000001
103,Mel Farr,DET,RB,29.0,11.0,7.0,0.0,0.0,0.0,0.0,97.0,373.0,26.0,183.0,7.04,3.0,0.0,0.0,0.0,0.0,373.0,4.0,97.0,183.0,0.0,99.6
104,Greg Pruitt,CLE,RB,22.0,13.0,0.0,0.0,1.0,0.0,0.0,61.0,369.0,9.0,110.0,12.22,7.0,0.0,0.0,0.0,1.0,369.0,4.0,61.0,110.0,1.0,72.9
105,Tony Baker,RAM,RB,28.0,14.0,0.0,0.0,0.0,0.0,0.0,85.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,7.0,85.0,0.0,0.0,76.4
106,Al Woodall,NYJ,QB,28.0,9.0,6.0,101.0,201.0,1228.0,8.0,13.0,68.0,0.0,0.0,0.0,1.0,0.0,1228.0,9.0,201.0,68.0,0.0,13.0,0.0,0.0,73.92
107,Jim Harrison,CHI,RB,25.0,13.0,11.0,0.0,0.0,0.0,0.0,100.0,370.0,21.0,200.0,9.52,2.0,0.0,0.0,0.0,0.0,370.0,1.0,100.0,200.0,2.0,92.0
108,Leroy Kelly,CLE,RB,31.0,13.0,13.0,0.0,0.0,0.0,0.0,132.0,389.0,15.0,180.0,12.0,3.0,0.0,0.0,0.0,0.0,389.0,3.0,132.0,180.0,0.0,83.9
109,Ed Marinaro,MIN,RB,23.0,13.0,7.0,0.0,0.0,0.0,0.0,95.0,302.0,26.0,196.0,7.54,3.0,0.0,0.0,0.0,0.0,302.0,2.0,95.0,196.0,2.0,93.8
110,John Fuqua,PIT,RB,27.0,11.0,7.0,0.0,0.0,0.0,0.0,117.0,457.0,17.0,150.0,8.82,3.0,0.0,0.0,0.0,0.0,457.0,2.0,117.0,150.0,0.0,83.7
111,Ken Brown,CLE,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,161.0,537.0,22.0,187.0,8.5,5.0,0.0,0.0,0.0,0.0,537.0,0.0,161.0,187.0,0.0,84.4
112,Randy Johnson,NYG,QB,29.0,9.0,7.0,99.0,177.0,1279.0,8.0,4.0,24.0,0.0,0.0,0.0,2.0,0.0,1279.0,7.0,177.0,24.0,1.0,4.0,0.0,0.0,67.56
113,Oscar Reed,MIN,RB,29.0,12.0,8.0,0.0,0.0,0.0,0.0,100.0,401.0,19.0,122.0,6.42,2.0,0.0,0.0,0.0,0.0,401.0,3.0,100.0,122.0,0.0,85.3
114,Art Malone,ATL,RB,25.0,10.0,8.0,0.0,0.0,0.0,0.0,76.0,336.0,19.0,177.0,9.32,2.0,0.0,0.0,0.0,0.0,336.0,2.0,76.0,177.0,1.0,84.30000000000001
115,Mike Livingston,KAN,QB,28.0,8.0,8.0,75.0,145.0,916.0,7.0,19.0,94.0,0.0,0.0,0.0,4.0,0.0,916.0,6.0,145.0,94.0,2.0,19.0,0.0,0.0,60.03999999999999
116,Bill Munson,DET,QB,32.0,10.0,7.0,95.0,187.0,1129.0,8.0,10.0,33.0,0.0,0.0,0.0,3.0,0.0,1129.0,9.0,187.0,33.0,0.0,10.0,0.0,0.0,62.459999999999994
117,Larry Watkins,BUF,RB,27.0,14.0,10.0,0.0,0.0,0.0,0.0,98.0,414.0,12.0,86.0,7.17,3.0,0.0,0.0,0.0,0.0,414.0,2.0,98.0,86.0,1.0,74.0
118,Greg Landry,DET,QB,27.0,7.0,7.0,70.0,128.0,908.0,10.0,42.0,267.0,0.0,0.0,0.0,2.0,0.0,908.0,3.0,128.0,267.0,2.0,42.0,0.0,0.0,63.019999999999996
119,Bill Butler,NOR,RB,23.0,13.0,10.0,0.0,0.0,0.0,0.0,87.0,348.0,19.0,125.0,6.58,5.0,0.0,0.0,0.0,0.0,348.0,1.0,87.0,125.0,2.0,74.3
120,Mike Garrett,SDG,RB,29.0,10.0,9.0,0.0,1.0,0.0,0.0,114.0,467.0,15.0,124.0,8.27,6.0,0.0,0.0,0.0,1.0,467.0,0.0,114.0,124.0,1.0,68.1
121,Ken Willard,SFO,RB,30.0,14.0,10.0,0.0,0.0,0.0,0.0,83.0,366.0,22.0,160.0,7.27,2.0,0.0,0.0,0.0,0.0,366.0,1.0,83.0,160.0,1.0,82.6
122,Robert Newhouse,DAL,RB,23.0,14.0,6.0,0.0,0.0,0.0,0.0,84.0,436.0,9.0,87.0,9.67,3.0,0.0,0.0,0.0,0.0,436.0,1.0,84.0,87.0,1.0,67.3
123,Bob Chandler,BUF,WR,24.0,14.0,14.0,0.0,1.0,0.0,0.0,5.0,-14.0,30.0,427.0,14.23,2.0,0.0,0.0,0.0,1.0,-14.0,0.0,5.0,427.0,3.0,85.3
