,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
25,Freddie Solomon,SFO,WR,28.0,15.0,15.0,1.0,1.0,25.0,0.0,9.0,43.0,59.0,969.0,16.42,3.0,0.0,25.0,0.0,1.0,43.0,0.0,9.0,969.0,8.0,203.20000000000002
26,Wes Chandler,2TM,WR,25.0,16.0,15.0,0.0,2.0,0.0,0.0,5.0,-1.0,69.0,1142.0,16.55,1.0,0.0,0.0,0.0,2.0,-1.0,0.0,5.0,1142.0,6.0,217.1
27,Cris Collinsworth,CIN,WR,22.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,1009.0,15.06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009.0,8.0,209.9
28,Frank Lewis,BUF,WR,34.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1244.0,17.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244.0,4.0,216.4
29,Dan Ross,CIN,TE,24.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,910.0,12.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,5.0,186.0
30,Joe Washington,WAS,RB,28.0,14.0,13.0,1.0,2.0,32.0,0.0,210.0,916.0,70.0,558.0,7.97,8.0,0.0,32.0,0.0,2.0,916.0,4.0,210.0,558.0,3.0,244.67999999999995
31,John Stallworth,PIT,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,17.0,63.0,1098.0,17.43,4.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,1098.0,5.0,196.5
32,Stanley Morgan,NWE,WR,26.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,21.0,44.0,1029.0,23.39,2.0,0.0,0.0,0.0,0.0,21.0,0.0,2.0,1029.0,6.0,181.0
33,Harold Carmichael,PHI,WR,32.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,61.0,1028.0,16.85,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1028.0,6.0,193.9
34,Don Hasselbeck,NWE,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,808.0,17.57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808.0,6.0,158.8
35,Doug Williams,TAM,QB,26.0,16.0,16.0,238.0,471.0,3563.0,14.0,48.0,209.0,0.0,0.0,0.0,9.0,0.0,3563.0,19.0,471.0,209.0,4.0,48.0,0.0,0.0,217.42000000000002
36,Dwight Clark,SFO,WR,24.0,16.0,16.0,0.0,1.0,0.0,0.0,3.0,32.0,85.0,1105.0,13.0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,3.0,1105.0,4.0,222.7
37,Ray Butler,BAL,WR,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,832.0,18.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.0,9.0,183.2
38,Jimmie Giles,TAM,TE,27.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,786.0,17.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,6.0,159.6
39,Freddie Scott,DET,WR,29.0,16.0,15.0,0.0,1.0,0.0,0.0,7.0,25.0,53.0,1022.0,19.28,0.0,0.0,0.0,0.0,1.0,25.0,0.0,7.0,1022.0,5.0,187.7
40,Jerry Butler,BUF,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,55.0,842.0,15.31,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,842.0,8.0,183.29999999999998
41,Wesley Walker,NYJ,WR,26.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,770.0,16.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,9.0,178.0
42,Curtis Dickey,BAL,RB,25.0,15.0,15.0,0.0,0.0,0.0,0.0,164.0,779.0,37.0,419.0,11.32,8.0,0.0,0.0,0.0,0.0,779.0,7.0,164.0,419.0,3.0,200.8
43,Ahmad Rashad,MIN,WR,32.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,884.0,15.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.0,7.0,186.4
44,Steve Bartkowski,ATL,QB,29.0,16.0,16.0,297.0,533.0,3829.0,23.0,11.0,2.0,0.0,0.0,0.0,4.0,0.0,3829.0,30.0,533.0,2.0,0.0,11.0,0.0,0.0,219.35999999999996
45,Gerry Ellis,GNB,RB,24.0,16.0,16.0,1.0,2.0,23.0,0.0,196.0,860.0,65.0,499.0,7.68,5.0,0.0,23.0,0.0,2.0,860.0,4.0,196.0,499.0,3.0,233.82
46,Franco Harris,PIT,RB,31.0,16.0,16.0,0.0,0.0,0.0,0.0,242.0,987.0,37.0,250.0,6.76,6.0,0.0,0.0,0.0,0.0,987.0,8.0,242.0,250.0,1.0,202.7
47,Dave Casper,HOU,TE,29.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,572.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,8.0,138.2
48,Art Monk,WAS,WR,24.0,16.0,16.0,0.0,0.0,0.0,0.0,1.0,-5.0,56.0,894.0,15.96,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,1.0,894.0,6.0,180.9
49,Tony Nathan,MIA,RB,25.0,13.0,11.0,0.0,1.0,0.0,0.0,147.0,782.0,50.0,452.0,9.04,2.0,0.0,0.0,0.0,1.0,782.0,5.0,147.0,452.0,3.0,217.4
50,Pat Tilley,STL,WR,28.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,1040.0,15.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,3.0,186.0
51,Johnny Perkins,NYG,WR,28.0,16.0,14.0,0.0,0.0,0.0,0.0,2.0,-1.0,51.0,858.0,16.82,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,858.0,6.0,168.70000000000002
52,Richard Todd,NYJ,QB,28.0,16.0,16.0,279.0,497.0,3231.0,13.0,32.0,131.0,1.0,1.0,1.0,5.0,0.0,3231.0,25.0,497.0,131.0,0.0,32.0,1.0,0.0,207.44
53,Ron Springs,DAL,RB,25.0,16.0,13.0,0.0,1.0,0.0,1.0,172.0,625.0,46.0,359.0,7.8,3.0,0.0,0.0,0.0,1.0,625.0,10.0,172.0,359.0,2.0,208.4
54,Tony Hill,DAL,WR,25.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,-3.0,46.0,953.0,20.72,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,1.0,953.0,4.0,163.0
55,Joe Montana,SFO,QB,25.0,16.0,16.0,311.0,488.0,3565.0,12.0,25.0,95.0,0.0,0.0,0.0,2.0,0.0,3565.0,19.0,488.0,95.0,2.0,25.0,0.0,0.0,212.1
56,Sammy White,MIN,WR,27.0,16.0,16.0,0.0,0.0,0.0,0.0,2.0,-1.0,66.0,1001.0,15.17,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0,1001.0,3.0,182.0
57,Tommy Kramer,MIN,QB,26.0,14.0,14.0,322.0,593.0,3912.0,24.0,10.0,13.0,0.0,0.0,0.0,8.0,0.0,3912.0,26.0,593.0,13.0,0.0,10.0,0.0,0.0,197.78000000000003
58,Paul Coffman,GNB,TE,25.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,687.0,12.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,4.0,145.7
59,Joe Ferguson,BUF,QB,31.0,16.0,16.0,252.0,498.0,3652.0,20.0,20.0,29.0,0.0,0.0,0.0,2.0,0.0,3652.0,24.0,498.0,29.0,1.0,20.0,0.0,0.0,206.98000000000002
60,Jerome Barkum,NYJ,TE,31.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,495.0,12.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,7.0,130.5
61,Derrick Ramsey,OAK,TE,25.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,674.0,12.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674.0,4.0,139.4
62,Joe Theismann,WAS,QB,32.0,16.0,16.0,293.0,496.0,3568.0,20.0,36.0,177.0,0.0,0.0,0.0,7.0,0.0,3568.0,19.0,496.0,177.0,2.0,36.0,0.0,0.0,194.42
63,Preston Dennard,RAM,WR,26.0,15.0,15.0,0.0,0.0,0.0,0.0,6.0,29.0,49.0,821.0,16.76,1.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,821.0,4.0,156.0
64,Ken Burrough,HOU,WR,33.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,668.0,16.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,7.0,146.8
65,Roy Green,STL,WR,24.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,60.0,33.0,708.0,21.45,2.0,0.0,0.0,0.0,0.0,60.0,1.0,3.0,708.0,4.0,135.8
66,Terry Bradshaw,PIT,QB,33.0,14.0,14.0,201.0,370.0,2887.0,14.0,38.0,162.0,0.0,0.0,0.0,7.0,0.0,2887.0,22.0,370.0,162.0,2.0,38.0,0.0,0.0,189.68
67,John Riggins,WAS,RB,32.0,15.0,4.0,0.0,0.0,0.0,0.0,195.0,714.0,6.0,59.0,9.83,1.0,0.0,0.0,0.0,0.0,714.0,13.0,195.0,59.0,0.0,159.3
68,Joe Delaney,KAN,RB,23.0,15.0,10.0,0.0,0.0,0.0,0.0,234.0,1121.0,22.0,246.0,11.18,9.0,0.0,0.0,0.0,0.0,1121.0,3.0,234.0,246.0,0.0,158.7
69,Riley Odoms,DEN,TE,31.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,516.0,13.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,5.0,117.6
70,Tony Collins,NWE,RB,22.0,16.0,11.0,0.0,1.0,0.0,0.0,204.0,873.0,26.0,232.0,8.92,8.0,0.0,0.0,0.0,1.0,873.0,7.0,204.0,232.0,0.0,162.5
71,Duriel Harris,MIA,WR,27.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,911.0,17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,2.0,156.1
72,Jim Smith,PIT,WR,26.0,15.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,29.0,571.0,19.69,1.0,0.0,0.0,0.0,0.0,15.0,0.0,1.0,571.0,7.0,127.6
73,Danny White,DAL,QB,29.0,16.0,15.0,223.0,391.0,3098.0,13.0,38.0,104.0,0.0,0.0,0.0,14.0,0.0,3098.0,22.0,391.0,104.0,0.0,38.0,0.0,0.0,168.32000000000002
74,Bennie Cunningham,PIT,TE,27.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,574.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,3.0,116.4
75,Rob Carpenter,2TM,RB,26.0,14.0,13.0,0.0,0.0,0.0,0.0,208.0,822.0,37.0,281.0,7.59,3.0,0.0,0.0,0.0,0.0,822.0,5.0,208.0,281.0,1.0,177.3
76,Marvin Sims,BAL,0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,J.T. Smith,KAN,WR,26.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,852.0,13.52,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,852.0,2.0,156.2
78,Brian Sipe,CLE,QB,32.0,16.0,16.0,313.0,567.0,3876.0,25.0,38.0,153.0,0.0,0.0,0.0,10.0,0.0,3876.0,17.0,567.0,153.0,1.0,38.0,0.0,0.0,174.34
79,Ron Jaworski,PHI,QB,30.0,16.0,16.0,250.0,461.0,3095.0,20.0,22.0,128.0,0.0,0.0,0.0,3.0,0.0,3095.0,23.0,461.0,128.0,0.0,22.0,0.0,0.0,182.60000000000002
80,Craig Morton,DEN,QB,38.0,15.0,15.0,225.0,376.0,3195.0,14.0,8.0,18.0,0.0,0.0,0.0,2.0,0.0,3195.0,21.0,376.0,18.0,0.0,8.0,0.0,0.0,181.60000000000002
81,Eric Hipple,DET,QB,24.0,16.0,10.0,140.0,279.0,2358.0,15.0,41.0,168.0,0.0,0.0,0.0,14.0,0.0,2358.0,14.0,279.0,168.0,7.0,41.0,0.0,0.0,151.12
82,Bert Jones,BAL,QB,30.0,15.0,15.0,244.0,426.0,3094.0,20.0,20.0,85.0,0.0,0.0,0.0,3.0,0.0,3094.0,21.0,426.0,85.0,0.0,20.0,0.0,0.0,170.26
83,David Woodley,MIA,QB,23.0,15.0,15.0,191.0,366.0,2470.0,13.0,63.0,272.0,0.0,0.0,0.0,9.0,0.0,2470.0,12.0,366.0,272.0,4.0,63.0,0.0,0.0,154.0
84,Jim Zorn,SEA,QB,28.0,13.0,13.0,236.0,397.0,2788.0,9.0,30.0,140.0,0.0,0.0,0.0,2.0,0.0,2788.0,13.0,397.0,140.0,1.0,30.0,0.0,0.0,161.51999999999998
85,Lynn Dickey,GNB,QB,32.0,13.0,13.0,204.0,354.0,2593.0,15.0,19.0,6.0,0.0,0.0,0.0,8.0,0.0,2593.0,17.0,354.0,6.0,0.0,19.0,0.0,0.0,126.32
86,Theotis Brown,2TM,RB,24.0,14.0,10.0,0.0,0.0,0.0,0.0,156.0,583.0,29.0,328.0,11.31,8.0,0.0,0.0,0.0,0.0,583.0,8.0,156.0,328.0,0.0,152.1
87,Vince Evans,CHI,QB,26.0,16.0,16.0,195.0,436.0,2354.0,20.0,43.0,218.0,0.0,0.0,0.0,13.0,0.0,2354.0,11.0,436.0,218.0,3.0,43.0,0.0,0.0,111.95999999999998
88,Marc Wilson,OAK,QB,24.0,13.0,9.0,173.0,366.0,2311.0,19.0,30.0,147.0,0.0,0.0,0.0,8.0,0.0,2311.0,14.0,366.0,147.0,2.0,30.0,0.0,0.0,121.13999999999999
89,Dave Preston,DEN,RB,26.0,16.0,14.0,0.0,0.0,0.0,0.0,183.0,640.0,52.0,507.0,9.75,4.0,0.0,0.0,0.0,0.0,640.0,3.0,183.0,507.0,0.0,176.7
90,Lynn Cain,ATL,RB,26.0,16.0,16.0,0.0,0.0,0.0,0.0,156.0,542.0,55.0,421.0,7.65,3.0,0.0,0.0,0.0,0.0,542.0,4.0,156.0,421.0,2.0,181.3
91,Randy McMillan,BAL,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,149.0,597.0,50.0,466.0,9.32,1.0,0.0,0.0,0.0,0.0,597.0,3.0,149.0,466.0,1.0,178.3
92,James Brooks,SDG,RB,23.0,14.0,2.0,0.0,0.0,0.0,0.0,109.0,525.0,46.0,329.0,7.15,7.0,0.0,0.0,0.0,0.0,525.0,3.0,109.0,329.0,3.0,153.4
93,Andra Franklin,MIA,RB,22.0,16.0,11.0,0.0,0.0,0.0,0.0,201.0,711.0,3.0,6.0,2.0,5.0,0.0,0.0,0.0,0.0,711.0,7.0,201.0,6.0,1.0,112.69999999999999
94,James Wilder,TAM,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,107.0,370.0,48.0,507.0,10.56,3.0,0.0,0.0,0.0,0.0,370.0,4.0,107.0,507.0,1.0,159.7
95,Bruce Harper,NYJ,RB,26.0,16.0,7.0,0.0,0.0,0.0,0.0,81.0,393.0,52.0,459.0,8.83,7.0,0.0,0.0,0.0,0.0,393.0,4.0,81.0,459.0,1.0,153.2
96,Rick Parros,DEN,RB,23.0,16.0,16.0,0.0,0.0,0.0,0.0,176.0,749.0,25.0,216.0,8.64,6.0,0.0,0.0,0.0,0.0,749.0,2.0,176.0,216.0,1.0,127.5
97,Phil Simms,NYG,QB,26.0,10.0,10.0,172.0,316.0,2031.0,9.0,19.0,42.0,0.0,0.0,0.0,7.0,0.0,2031.0,11.0,316.0,42.0,0.0,19.0,0.0,0.0,97.44
98,Billy Jackson,KAN,RB,22.0,16.0,1.0,0.0,0.0,0.0,0.0,111.0,398.0,6.0,31.0,5.17,1.0,0.0,0.0,0.0,0.0,398.0,10.0,111.0,31.0,1.0,112.9
99,Harlan Huckleby,GNB,RB,24.0,16.0,12.0,0.0,0.0,0.0,0.0,139.0,381.0,27.0,221.0,8.19,3.0,0.0,0.0,0.0,0.0,381.0,5.0,139.0,221.0,3.0,129.2
100,Kenny King,OAK,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,170.0,828.0,27.0,216.0,8.0,10.0,0.0,0.0,0.0,0.0,828.0,0.0,170.0,216.0,0.0,111.4
101,Ricky Patton,SFO,RB,27.0,16.0,15.0,0.0,0.0,0.0,0.0,152.0,543.0,27.0,195.0,7.22,3.0,0.0,0.0,0.0,0.0,543.0,4.0,152.0,195.0,1.0,124.80000000000001
102,Greg Pruitt,CLE,RB,30.0,15.0,6.0,0.0,0.0,0.0,0.0,31.0,124.0,65.0,636.0,9.78,3.0,0.0,0.0,0.0,0.0,124.0,0.0,31.0,636.0,4.0,159.0
103,Ken Stabler,HOU,QB,36.0,13.0,12.0,165.0,285.0,1988.0,18.0,10.0,-3.0,0.0,0.0,0.0,7.0,0.0,1988.0,14.0,285.0,-3.0,0.0,10.0,0.0,0.0,85.21999999999998
104,Jerry Eckwood,TAM,RB,27.0,16.0,12.0,0.0,0.0,0.0,0.0,172.0,651.0,24.0,213.0,8.88,3.0,0.0,0.0,0.0,0.0,651.0,2.0,172.0,213.0,0.0,116.39999999999999
105,James Hadnot,KAN,RB,24.0,16.0,15.0,0.0,1.0,0.0,1.0,140.0,603.0,23.0,215.0,9.35,4.0,0.0,0.0,0.0,1.0,603.0,3.0,140.0,215.0,0.0,112.8
106,Bill Kenney,KAN,QB,26.0,13.0,13.0,147.0,274.0,1983.0,16.0,24.0,89.0,0.0,0.0,0.0,4.0,0.0,1983.0,9.0,274.0,89.0,1.0,24.0,0.0,0.0,90.22
107,Alfred Jackson,ATL,WR,26.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,37.0,604.0,16.32,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,604.0,6.0,133.9
108,Derrick Jensen,OAK,RB,25.0,16.0,13.0,0.0,0.0,0.0,0.0,117.0,456.0,28.0,271.0,9.68,0.0,0.0,0.0,0.0,0.0,456.0,4.0,117.0,271.0,0.0,124.7
109,Freeman McNeil,NYJ,RB,22.0,11.0,6.0,0.0,0.0,0.0,0.0,137.0,623.0,18.0,171.0,9.5,5.0,0.0,0.0,0.0,0.0,623.0,2.0,137.0,171.0,1.0,105.4
110,Pat Haden,RAM,QB,28.0,13.0,11.0,138.0,267.0,1815.0,13.0,18.0,104.0,0.0,0.0,0.0,5.0,0.0,1815.0,9.0,267.0,104.0,0.0,18.0,0.0,0.0,83.0
111,Henry Marshall,KAN,WR,27.0,12.0,12.0,0.0,1.0,0.0,1.0,3.0,69.0,38.0,620.0,16.32,2.0,0.0,0.0,0.0,1.0,69.0,0.0,3.0,620.0,4.0,124.9
112,Steve Grogan,NWE,QB,28.0,8.0,7.0,117.0,216.0,1859.0,16.0,12.0,49.0,2.0,27.0,13.5,5.0,0.0,1859.0,7.0,216.0,49.0,2.0,12.0,27.0,0.0,81.96000000000001
113,Drew Pearson,DAL,WR,30.0,16.0,15.0,2.0,2.0,81.0,0.0,3.0,31.0,38.0,614.0,16.16,4.0,0.0,81.0,1.0,2.0,31.0,0.0,3.0,614.0,3.0,119.74
114,Sherman Smith,SEA,RB,27.0,16.0,8.0,0.0,0.0,0.0,0.0,83.0,253.0,44.0,406.0,9.23,3.0,0.0,0.0,0.0,0.0,253.0,3.0,83.0,406.0,1.0,127.89999999999998
115,John Jefferson,GNB,WR,25.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,22.0,39.0,632.0,16.21,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,632.0,4.0,128.4
116,Wayne Morris,STL,RB,27.0,16.0,13.0,0.0,0.0,0.0,0.0,109.0,417.0,19.0,165.0,8.68,0.0,0.0,0.0,0.0,0.0,417.0,5.0,109.0,165.0,0.0,107.2
117,Matt Cavanaugh,NWE,QB,25.0,16.0,8.0,115.0,219.0,1633.0,13.0,17.0,92.0,1.0,9.0,9.0,2.0,0.0,1633.0,5.0,219.0,92.0,3.0,17.0,9.0,0.0,84.41999999999999
118,Earl Cooper,SFO,RB,24.0,16.0,11.0,0.0,0.0,0.0,0.0,98.0,330.0,51.0,477.0,9.35,3.0,0.0,0.0,0.0,0.0,330.0,1.0,98.0,477.0,0.0,131.7
119,Matt Suhey,CHI,RB,23.0,15.0,14.0,0.0,0.0,0.0,0.0,150.0,521.0,33.0,168.0,5.09,3.0,0.0,0.0,0.0,0.0,521.0,3.0,150.0,168.0,0.0,113.9
120,Leonard Thompson,DET,WR,29.0,16.0,16.0,0.0,0.0,0.0,0.0,10.0,75.0,30.0,550.0,18.33,1.0,0.0,0.0,0.0,0.0,75.0,1.0,10.0,550.0,3.0,114.5
121,Mike Guman,RAM,RB,23.0,16.0,4.0,1.0,1.0,7.0,0.0,115.0,433.0,18.0,130.0,7.22,2.0,0.0,7.0,1.0,1.0,433.0,4.0,115.0,130.0,0.0,98.58
122,Butch Johnson,DAL,WR,27.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,552.0,22.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.0,5.0,110.2
