,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
11,Ken Burrough,HOU,WR,29.0,14.0,14.0,0.0,1.0,0.0,0.0,4.0,10.0,43.0,816.0,18.98,4.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0,816.0,8.0,165.6
12,Sammy White,MIN,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,760.0,18.54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,9.0,167.0
13,John Stallworth,PIT,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,6.0,47.0,44.0,784.0,17.82,1.0,0.0,0.0,0.0,0.0,47.0,0.0,6.0,784.0,7.0,167.1
14,Steve Largent,SEA,WR,23.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,643.0,19.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.0,10.0,157.3
15,Lynn Swann,PIT,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,6.0,50.0,789.0,15.78,1.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,789.0,7.0,169.5
16,Sam Cunningham,NWE,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,270.0,1015.0,42.0,370.0,8.81,10.0,0.0,0.0,0.0,0.0,1015.0,4.0,270.0,370.0,1.0,190.5
17,Terry Bradshaw,PIT,QB,29.0,14.0,14.0,162.0,314.0,2523.0,19.0,31.0,171.0,0.0,0.0,0.0,10.0,0.0,2523.0,17.0,314.0,171.0,3.0,31.0,0.0,0.0,146.02
18,Henry Childs,NOR,TE,26.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,518.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,9.0,138.8
19,Delvin Williams,SFO,RB,26.0,14.0,14.0,0.0,1.0,0.0,1.0,268.0,931.0,20.0,179.0,8.95,3.0,0.0,0.0,0.0,1.0,931.0,7.0,268.0,179.0,2.0,177.0
20,Ron Jaworski,PHI,QB,26.0,14.0,14.0,166.0,346.0,2183.0,21.0,40.0,127.0,0.0,0.0,0.0,6.0,0.0,2183.0,18.0,346.0,127.0,5.0,40.0,0.0,0.0,148.01999999999998
21,Harold Carmichael,PHI,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,665.0,14.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,7.0,154.5
22,Walter White,KAN,TE,26.0,13.0,12.0,0.0,0.0,0.0,0.0,2.0,-3.0,48.0,674.0,14.04,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,674.0,5.0,143.1
23,Mel Gray,STL,WR,29.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,-1.0,38.0,782.0,20.58,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,782.0,5.0,146.1
24,Bob Griese,MIA,QB,32.0,14.0,14.0,180.0,307.0,2252.0,13.0,16.0,30.0,0.0,0.0,0.0,6.0,0.0,2252.0,22.0,307.0,30.0,0.0,16.0,0.0,0.0,143.07999999999998
25,Craig Morton,DEN,QB,34.0,14.0,14.0,131.0,254.0,1929.0,8.0,31.0,125.0,0.0,0.0,0.0,7.0,0.0,1929.0,14.0,254.0,125.0,4.0,31.0,0.0,0.0,139.66
26,Dave Casper,OAK,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,584.0,12.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,6.0,140.4
27,Darryl Stingley,NWE,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,33.0,39.0,657.0,16.85,0.0,0.0,0.0,0.0,0.0,33.0,1.0,3.0,657.0,5.0,144.0
28,Sherman Smith,SEA,RB,23.0,14.0,14.0,0.0,1.0,0.0,0.0,163.0,763.0,30.0,419.0,13.97,6.0,0.0,0.0,0.0,1.0,763.0,4.0,163.0,419.0,2.0,172.2
29,Jean Fugett,WAS,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,631.0,17.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,5.0,127.1
30,Joe Ferguson,BUF,QB,27.0,14.0,14.0,221.0,457.0,2803.0,24.0,41.0,279.0,0.0,0.0,0.0,12.0,0.0,2803.0,12.0,457.0,279.0,2.0,41.0,0.0,0.0,128.02
31,Terry Metcalf,STL,RB,26.0,14.0,11.0,3.0,5.0,27.0,1.0,149.0,739.0,34.0,403.0,11.85,10.0,0.0,27.0,1.0,5.0,739.0,4.0,149.0,403.0,2.0,167.28
32,Harold Jackson,RAM,WR,31.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,6.0,48.0,666.0,13.88,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,666.0,6.0,151.2
33,Steve Grogan,NWE,QB,24.0,14.0,14.0,160.0,305.0,2162.0,21.0,61.0,324.0,0.0,0.0,0.0,7.0,0.0,2162.0,17.0,305.0,324.0,1.0,61.0,0.0,0.0,136.88000000000002
34,Drew Pearson,DAL,WR,26.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,22.0,48.0,870.0,18.13,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,870.0,2.0,149.2
35,Billy Brooks,CIN,WR,24.0,14.0,9.0,0.0,0.0,0.0,0.0,2.0,-4.0,39.0,772.0,19.79,3.0,0.0,0.0,0.0,0.0,-4.0,0.0,2.0,772.0,4.0,133.79999999999998
36,Haskel Stanback,ATL,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,247.0,873.0,30.0,261.0,8.7,8.0,0.0,0.0,0.0,0.0,873.0,6.0,247.0,261.0,0.0,163.4
37,James Scott,CHI,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,809.0,16.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,3.0,146.9
38,Bob Chandler,BUF,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,745.0,12.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.0,4.0,158.5
39,Chuck Muncie,NOR,RB,24.0,14.0,11.0,0.0,0.0,0.0,0.0,201.0,811.0,21.0,248.0,11.81,3.0,0.0,0.0,0.0,0.0,811.0,6.0,201.0,248.0,1.0,162.89999999999998
40,Wesley Walker,NYJ,WR,22.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,25.0,35.0,740.0,21.14,2.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,740.0,3.0,125.5
41,Gene Washington,SFO,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,638.0,19.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,5.0,125.8
42,Alfred Jenkins,ATL,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,7.0,39.0,677.0,17.36,2.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,677.0,4.0,127.39999999999998
43,Wayne Morris,STL,RB,23.0,12.0,7.0,0.0,0.0,0.0,0.0,165.0,661.0,24.0,222.0,9.25,5.0,0.0,0.0,0.0,0.0,661.0,8.0,165.0,222.0,1.0,156.3
44,Jerome Barkum,NYJ,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,450.0,17.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,6.0,107.0
45,Charlie Joiner,SDG,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,542.0,15.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,6.0,123.2
46,Duriel Harris,MIA,WR,23.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,601.0,17.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,5.0,124.1
47,Cliff Branch,OAK,WR,29.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,540.0,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,6.0,123.0
48,Reuben Gant,BUF,TE,25.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,646.0,15.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,2.0,117.6
49,Wilbur Jackson,SFO,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,179.0,780.0,22.0,169.0,7.68,3.0,0.0,0.0,0.0,0.0,780.0,7.0,179.0,169.0,0.0,152.9
50,Mike Thomas,WAS,RB,24.0,13.0,13.0,0.0,0.0,0.0,0.0,228.0,806.0,28.0,245.0,8.75,10.0,0.0,0.0,0.0,0.0,806.0,3.0,228.0,245.0,2.0,143.1
51,Raymond Chester,BAL,TE,29.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,556.0,17.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,3.0,102.6
52,Cleo Miller,CLE,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,163.0,756.0,41.0,291.0,7.1,5.0,0.0,0.0,0.0,0.0,756.0,4.0,163.0,291.0,1.0,165.7
53,Ken Anderson,CIN,QB,28.0,14.0,13.0,166.0,323.0,2145.0,11.0,26.0,128.0,0.0,0.0,0.0,5.0,0.0,2145.0,11.0,323.0,128.0,2.0,26.0,0.0,0.0,122.60000000000002
54,Morris Owens,TAM,WR,24.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,-2.0,34.0,655.0,19.26,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,655.0,3.0,115.3
55,Keith Krepfle,PHI,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,530.0,19.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,3.0,96.0
56,Clark Gaines,NYJ,RB,23.0,14.0,13.0,0.0,0.0,0.0,0.0,158.0,595.0,55.0,469.0,8.53,3.0,0.0,0.0,0.0,0.0,595.0,3.0,158.0,469.0,1.0,179.4
57,Ahmad Rashad,MIN,WR,28.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,681.0,13.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,2.0,127.1
58,Ken Stabler,OAK,QB,32.0,13.0,13.0,169.0,294.0,2176.0,20.0,3.0,-3.0,0.0,0.0,0.0,3.0,0.0,2176.0,20.0,294.0,-3.0,0.0,3.0,0.0,0.0,120.74000000000002
59,Haven Moses,DEN,WR,31.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,-1.0,27.0,539.0,19.96,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,5.0,539.0,4.0,102.80000000000001
60,Fred Biletnikoff,OAK,WR,34.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,446.0,13.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,5.0,105.6
61,Archie Manning,NOR,QB,28.0,10.0,9.0,113.0,205.0,1284.0,9.0,39.0,270.0,0.0,0.0,0.0,5.0,0.0,1284.0,8.0,205.0,270.0,5.0,39.0,0.0,0.0,112.36
62,Steve Odom,GNB,WR,25.0,14.0,10.0,0.0,0.0,0.0,0.0,1.0,6.0,27.0,549.0,20.33,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,549.0,3.0,100.5
63,Ike Harris,STL,WR,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,547.0,13.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,3.0,112.7
64,Terry Nelson,RAM,TE,26.0,14.0,14.0,0.0,0.0,0.0,0.0,3.0,31.0,31.0,401.0,12.94,2.0,0.0,0.0,0.0,0.0,31.0,0.0,3.0,401.0,3.0,88.19999999999999
65,Riley Odoms,DEN,TE,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,429.0,11.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,3.0,95.9
66,Charlie Smith,PHI,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,13.0,33.0,464.0,14.06,1.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,464.0,4.0,102.7
67,Clarence Davis,OAK,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,194.0,787.0,16.0,124.0,7.75,0.0,0.0,0.0,0.0,0.0,787.0,5.0,194.0,124.0,0.0,137.1
68,Don McCauley,BAL,RB,28.0,14.0,0.0,0.0,0.0,0.0,0.0,83.0,234.0,51.0,495.0,9.71,2.0,0.0,0.0,0.0,0.0,234.0,6.0,83.0,495.0,2.0,167.9
69,Rickey Young,SDG,RB,24.0,14.0,14.0,0.0,0.0,0.0,0.0,157.0,543.0,48.0,423.0,8.81,4.0,0.0,0.0,0.0,0.0,543.0,4.0,157.0,423.0,0.0,160.6
70,David Hill,DET,TE,23.0,14.0,11.0,0.0,1.0,0.0,0.0,4.0,10.0,32.0,465.0,14.53,1.0,0.0,0.0,0.0,1.0,10.0,0.0,4.0,465.0,2.0,89.5
71,Henry Marshall,KAN,WR,23.0,14.0,13.0,0.0,0.0,0.0,0.0,7.0,11.0,23.0,445.0,19.35,2.0,0.0,0.0,0.0,0.0,11.0,0.0,7.0,445.0,4.0,88.6
72,Ronnie Coleman,HOU,RB,26.0,14.0,13.0,1.0,3.0,44.0,0.0,185.0,660.0,22.0,115.0,5.23,7.0,0.0,44.0,1.0,3.0,660.0,5.0,185.0,115.0,1.0,127.25999999999999
73,Reggie Rucker,CLE,WR,30.0,14.0,14.0,0.0,0.0,0.0,0.0,2.0,6.0,36.0,565.0,15.69,2.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,565.0,2.0,101.1
74,Glenn Doughty,BAL,WR,30.0,13.0,13.0,0.0,0.0,0.0,0.0,2.0,11.0,28.0,435.0,15.54,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,435.0,4.0,96.6
75,Pat Haden,RAM,QB,24.0,12.0,10.0,122.0,216.0,1551.0,6.0,29.0,106.0,0.0,0.0,0.0,4.0,0.0,1551.0,11.0,216.0,106.0,2.0,29.0,0.0,0.0,108.63999999999999
76,Greg Latta,CHI,TE,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,335.0,12.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,4.0,83.5
77,John Cappelletti,RAM,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,178.0,598.0,28.0,228.0,8.14,5.0,0.0,0.0,0.0,0.0,598.0,5.0,178.0,228.0,1.0,136.6
78,Preston Pearson,DAL,RB,32.0,14.0,10.0,0.0,0.0,0.0,0.0,89.0,341.0,46.0,535.0,11.63,1.0,0.0,0.0,0.0,0.0,341.0,1.0,89.0,535.0,4.0,161.6
79,Ed Podolak,KAN,RB,30.0,13.0,6.0,0.0,0.0,0.0,0.0,133.0,550.0,32.0,313.0,9.78,2.0,0.0,0.0,0.0,0.0,550.0,5.0,133.0,313.0,0.0,144.3
80,Jim Hart,STL,QB,33.0,14.0,14.0,186.0,355.0,2542.0,20.0,11.0,18.0,0.0,0.0,0.0,5.0,0.0,2542.0,13.0,355.0,18.0,0.0,11.0,0.0,0.0,105.48
81,Jim Zorn,SEA,QB,24.0,10.0,10.0,104.0,251.0,1687.0,19.0,25.0,141.0,0.0,0.0,0.0,1.0,0.0,1687.0,16.0,251.0,141.0,1.0,25.0,0.0,0.0,111.58000000000001
82,Don Calhoun,NWE,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,198.0,727.0,13.0,152.0,11.69,3.0,0.0,0.0,0.0,0.0,727.0,4.0,198.0,152.0,0.0,118.9
83,Dan Pastorini,HOU,QB,28.0,14.0,12.0,169.0,319.0,1987.0,18.0,18.0,39.0,0.0,0.0,0.0,7.0,0.0,1987.0,13.0,319.0,39.0,2.0,18.0,0.0,0.0,97.38000000000002
84,Tony Galbreath,NOR,RB,23.0,14.0,14.0,0.0,0.0,0.0,0.0,168.0,644.0,41.0,265.0,6.46,3.0,0.0,0.0,0.0,0.0,644.0,3.0,168.0,265.0,0.0,143.9
85,Robert Newhouse,DAL,RB,27.0,14.0,14.0,0.0,0.0,0.0,0.0,180.0,721.0,16.0,106.0,6.63,2.0,0.0,0.0,0.0,0.0,721.0,3.0,180.0,106.0,1.0,118.69999999999999
86,Barty Smith,GNB,RB,25.0,14.0,14.0,0.0,0.0,0.0,0.0,166.0,554.0,37.0,340.0,9.19,1.0,0.0,0.0,0.0,0.0,554.0,2.0,166.0,340.0,1.0,142.4
87,David Sims,SEA,RB,22.0,14.0,1.0,1.0,4.0,43.0,1.0,99.0,369.0,12.0,176.0,14.67,6.0,0.0,43.0,1.0,4.0,369.0,5.0,99.0,176.0,3.0,106.22
88,Bob Avellini,CHI,QB,24.0,14.0,14.0,154.0,293.0,2004.0,18.0,37.0,109.0,0.0,0.0,0.0,8.0,0.0,2004.0,11.0,293.0,109.0,1.0,37.0,0.0,0.0,89.06
89,Richard Todd,NYJ,QB,24.0,12.0,11.0,133.0,265.0,1863.0,17.0,24.0,46.0,0.0,0.0,0.0,4.0,0.0,1863.0,11.0,265.0,46.0,2.0,24.0,0.0,0.0,93.11999999999999
90,Don Testerman,SEA,RB,25.0,14.0,13.0,0.0,0.0,0.0,0.0,119.0,459.0,31.0,219.0,7.06,3.0,0.0,0.0,0.0,0.0,459.0,1.0,119.0,219.0,4.0,122.80000000000001
91,Benny Malone,MIA,RB,25.0,14.0,8.0,0.0,0.0,0.0,0.0,129.0,615.0,4.0,58.0,14.5,4.0,0.0,0.0,0.0,0.0,615.0,5.0,129.0,58.0,0.0,93.3
92,Jim Braxton,BUF,RB,28.0,14.0,14.0,0.0,0.0,0.0,0.0,113.0,372.0,43.0,461.0,10.72,7.0,0.0,0.0,0.0,0.0,372.0,1.0,113.0,461.0,1.0,124.30000000000001
93,Mike Livingston,KAN,QB,32.0,13.0,11.0,143.0,282.0,1823.0,15.0,19.0,78.0,0.0,0.0,0.0,7.0,0.0,1823.0,9.0,282.0,78.0,1.0,19.0,0.0,0.0,78.72
94,Bobby Hammond,NYG,RB,25.0,14.0,4.0,0.0,0.0,0.0,0.0,154.0,577.0,19.0,136.0,7.16,3.0,0.0,0.0,0.0,0.0,577.0,3.0,154.0,136.0,0.0,102.30000000000001
95,Jim Plunkett,SFO,QB,30.0,14.0,14.0,128.0,248.0,1693.0,14.0,28.0,71.0,0.0,0.0,0.0,2.0,0.0,1693.0,9.0,248.0,71.0,1.0,28.0,0.0,0.0,84.82
96,Rocky Bleier,PIT,RB,31.0,13.0,13.0,0.0,0.0,0.0,0.0,135.0,465.0,18.0,161.0,8.94,6.0,0.0,0.0,0.0,0.0,465.0,4.0,135.0,161.0,0.0,92.6
97,Rob Carpenter,HOU,RB,22.0,11.0,7.0,0.0,0.0,0.0,0.0,144.0,652.0,23.0,156.0,6.78,3.0,0.0,0.0,0.0,0.0,652.0,1.0,144.0,156.0,0.0,103.80000000000001
98,Pete Johnson,CIN,RB,23.0,14.0,9.0,0.0,0.0,0.0,0.0,153.0,585.0,5.0,49.0,9.8,1.0,0.0,0.0,0.0,0.0,585.0,4.0,153.0,49.0,0.0,90.4
99,Otis Armstrong,DEN,RB,27.0,10.0,10.0,0.0,0.0,0.0,0.0,130.0,489.0,18.0,128.0,7.11,2.0,0.0,0.0,0.0,0.0,489.0,4.0,130.0,128.0,0.0,99.7
100,Gary Davis,MIA,RB,23.0,14.0,6.0,0.0,0.0,0.0,0.0,126.0,533.0,14.0,151.0,10.79,1.0,0.0,0.0,0.0,0.0,533.0,2.0,126.0,151.0,1.0,98.4
101,Rick Kane,DET,RB,23.0,14.0,6.0,0.0,0.0,0.0,0.0,124.0,421.0,18.0,186.0,10.33,10.0,0.0,0.0,0.0,0.0,421.0,4.0,124.0,186.0,0.0,82.7
102,Norm Bulaich,MIA,RB,31.0,14.0,7.0,0.0,0.0,0.0,0.0,91.0,416.0,25.0,180.0,7.2,3.0,0.0,0.0,0.0,0.0,416.0,4.0,91.0,180.0,0.0,102.6
103,Archie Griffin,CIN,RB,23.0,12.0,11.0,1.0,1.0,18.0,0.0,137.0,549.0,28.0,240.0,8.57,3.0,0.0,18.0,1.0,1.0,549.0,0.0,137.0,240.0,0.0,105.62
104,Horace King,DET,RB,24.0,14.0,13.0,0.0,0.0,0.0,0.0,155.0,521.0,40.0,238.0,5.95,2.0,0.0,0.0,0.0,0.0,521.0,1.0,155.0,238.0,0.0,117.9
105,Lonnie Perrin,DEN,RB,25.0,14.0,5.0,0.0,0.0,0.0,0.0,110.0,456.0,6.0,106.0,17.67,2.0,0.0,0.0,0.0,0.0,456.0,3.0,110.0,106.0,1.0,82.2
106,Brent McClanahan,MIN,RB,26.0,14.0,14.0,0.0,0.0,0.0,0.0,95.0,324.0,34.0,276.0,8.12,7.0,0.0,0.0,0.0,0.0,324.0,1.0,95.0,276.0,2.0,98.0
107,Fran Tarkenton,MIN,QB,37.0,9.0,9.0,155.0,258.0,1734.0,14.0,15.0,6.0,0.0,0.0,0.0,3.0,0.0,1734.0,9.0,258.0,6.0,0.0,15.0,0.0,0.0,71.96
108,Dexter Bussey,DET,RB,25.0,8.0,4.0,0.0,0.0,0.0,0.0,85.0,338.0,11.0,116.0,10.55,2.0,0.0,0.0,0.0,0.0,338.0,4.0,85.0,116.0,1.0,82.4
109,Tony Reed,KAN,RB,22.0,14.0,8.0,0.0,0.0,0.0,0.0,126.0,505.0,12.0,125.0,10.42,7.0,0.0,0.0,0.0,0.0,505.0,2.0,126.0,125.0,0.0,73.0
110,Joe Theismann,WAS,QB,28.0,14.0,6.0,84.0,182.0,1097.0,9.0,29.0,149.0,0.0,0.0,0.0,0.0,0.0,1097.0,7.0,182.0,149.0,1.0,29.0,0.0,0.0,74.78
111,Greg Landry,DET,QB,31.0,11.0,11.0,135.0,240.0,1359.0,7.0,25.0,99.0,0.0,0.0,0.0,2.0,0.0,1359.0,6.0,240.0,99.0,0.0,25.0,0.0,0.0,70.26
112,Don Woods,SDG,RB,26.0,14.0,14.0,0.0,1.0,0.0,0.0,118.0,405.0,18.0,218.0,12.11,2.0,0.0,0.0,0.0,1.0,405.0,1.0,118.0,218.0,1.0,88.3
113,Rob Lytle,DEN,RB,23.0,14.0,4.0,0.0,0.0,0.0,0.0,104.0,408.0,17.0,198.0,11.65,2.0,0.0,0.0,0.0,0.0,408.0,1.0,104.0,198.0,1.0,85.6
114,Mike Hogan,PHI,RB,23.0,12.0,12.0,0.0,0.0,0.0,0.0,155.0,546.0,19.0,118.0,6.21,6.0,0.0,0.0,0.0,0.0,546.0,0.0,155.0,118.0,1.0,79.4
115,Tom Sullivan,PHI,RB,27.0,14.0,13.0,0.0,0.0,0.0,0.0,125.0,363.0,26.0,223.0,8.58,2.0,0.0,0.0,0.0,0.0,363.0,0.0,125.0,223.0,2.0,92.6
116,O.J. Simpson,BUF,RB,30.0,7.0,7.0,0.0,1.0,0.0,0.0,126.0,557.0,16.0,138.0,8.63,2.0,0.0,0.0,0.0,1.0,557.0,0.0,126.0,138.0,0.0,81.5
117,Leroy Harris,MIA,RB,23.0,11.0,5.0,0.0,0.0,0.0,0.0,91.0,417.0,7.0,29.0,4.14,3.0,0.0,0.0,0.0,0.0,417.0,4.0,91.0,29.0,0.0,69.6
118,Roland Hooks,BUF,RB,24.0,14.0,7.0,0.0,0.0,0.0,0.0,128.0,497.0,16.0,195.0,12.19,8.0,0.0,0.0,0.0,0.0,497.0,0.0,128.0,195.0,0.0,69.2
119,Billy Kilmer,WAS,QB,38.0,8.0,8.0,99.0,201.0,1187.0,7.0,10.0,20.0,0.0,0.0,0.0,4.0,0.0,1187.0,8.0,201.0,20.0,0.0,10.0,0.0,0.0,59.47999999999999
120,Doug Kotar,NYG,RB,26.0,12.0,11.0,0.0,0.0,0.0,0.0,132.0,480.0,15.0,73.0,4.87,1.0,0.0,0.0,0.0,0.0,480.0,2.0,132.0,73.0,0.0,80.3
121,Frank Grant,WAS,WR,27.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,480.0,14.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,3.0,100.0
122,Mark Bailey,KAN,RB,23.0,14.0,4.0,0.0,0.0,0.0,0.0,66.0,266.0,17.0,206.0,12.12,4.0,0.0,0.0,0.0,0.0,266.0,2.0,66.0,206.0,1.0,74.2
123,Jack Dolbin,DEN,WR,29.0,14.0,13.0,0.0,0.0,0.0,0.0,2.0,12.0,26.0,443.0,17.04,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,443.0,3.0,89.5
